DOCID,CUSTODIAN,CATEGORY,SUBCATEGORY,STORYLINE,KEY_DOCUMENT,CONFIDENTIALITY,SUGGESTED_PRIVILEGE,EXACT_DUPLICATE,FILENAME,SUBJECT_OR_TITLE
CROWN00000184,Thomas Cromwell,loose,xlsx,(loose),No,Confidential,No,No,Treasury_Ledger_1527_Midsummer_cromwell040.xlsx,Treasury Ledger — Midsummer 1527
CROWN00000185,King Henry VIII,noise,spam_food,(noise),No,,No,No,Two Trenchers for One  This Sennight Only at Ye Olde Pizza H.eml,Two Trenchers for One — This Sennight Only at Ye Olde Pizza Hut
CROWN00000186,Queen Anne Boleyn,noise,spam_food,(noise),No,,No,No,Hungry After the Hunt We Deliver to Every Palace.eml,Hungry After the Hunt? We Deliver to Every Palace
CROWN00000187,Queen Anne Boleyn,noise,calendar,(noise),No,,No,No,Invitation Grand Joust at the Shrovetide Lists.eml,Invitation: Grand Joust at the Shrovetide Lists
CROWN00000188,King Henry VIII,narrative,great_matter,The Great Matter,No,Confidential,No,No,The Kings Great Matter  to be handled with all discretion.eml,The King's Great Matter — to be handled with all discretion
CROWN00000189,Queen Anne Boleyn,noise,calendar,(noise),No,,No,No,Invitation Diplomatic Reception for the French Embassy.eml,Invitation: Diplomatic Reception for the French Embassy
CROWN00000190,Queen Anne Boleyn,noise,calendar,(noise),No,,No,No,invite.ics,Invitation — Diplomatic Reception for the French Embassy
CROWN00000191,Thomas Cromwell,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  22 May 1527.eml,Tudor Times Weekly — 22 May 1527
CROWN00000192,King Henry VIII,routine,approval,(routine),No,,No,No,The garter ceremony arrangements quarterly.eml,The garter ceremony arrangements (quarterly)
CROWN00000193,King Henry VIII,routine,approval,(routine),No,,No,No,Re The garter ceremony arrangements quarterly.eml,Re: The garter ceremony arrangements (quarterly)
CROWN00000194,Queen Anne Boleyn,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  25 May 1527.eml,Tudor Times Weekly — 25 May 1527
CROWN00000195,King Henry VIII,narrative,great_matter,The Great Matter,No,Confidential,No,No,Re The Kings Great Matter  to be handled with all discretion.eml,Re: The King's Great Matter — to be handled with all discretion
CROWN00000196,Queen Anne Boleyn,noise,it_notice,(noise),No,,No,No,Reminder Mandatory Doublet  Hose Compliance Training.eml,Reminder: Mandatory Doublet & Hose Compliance Training
CROWN00000197,Thomas Cromwell,routine,logistics,(routine),No,Confidential,No,No,The subsidy assessment for surrey.eml,The subsidy assessment for surrey
CROWN00000198,Thomas Cromwell,routine,logistics,(routine),No,,No,No,Report_rtn-00283.pdf,Report — the subsidy assessment for Surrey
CROWN00000199,Queen Anne Boleyn,loose,png,(loose),No,,No,No,Portrait_anne_boleyn104.png,Portrait of an Unknown Nobleman
CROWN00000200,Queen Anne Boleyn,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00000201,King Henry VIII,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  15 Jun 1527.eml,Tudor Times Weekly — 15 Jun 1527
CROWN00000202,Thomas Cromwell,routine,report,(routine),No,,No,No,Re the victualling of the fleet.eml,Re: the victualling of the fleet
CROWN00000203,Thomas Cromwell,routine,approval,(routine),No,,No,No,Re the victualling of the fleet.eml,Re: the victualling of the fleet
CROWN00000204,Thomas Cromwell,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  23 Jun 1527.eml,Tudor Times Weekly — 23 Jun 1527
CROWN00000205,Thomas Cromwell,noise,newsletter,(noise),No,,No,No,Tudor_Times_Weekly.pdf,Tudor Times Weekly — Full Issue
CROWN00000206,Thomas Cromwell,routine,concern,(routine),No,,No,No,The repair of the great clock.eml,The repair of the great clock
CROWN00000207,Queen Anne Boleyn,noise,spam_food,(noise),No,,No,No,NEW The Hampton Court Meat Feast Feeds a Whole Privy Council.eml,NEW: The Hampton Court Meat Feast (Feeds a Whole Privy Council)
CROWN00000208,King Henry VIII,routine,approval,(routine),No,Confidential,No,No,The falconry mews.eml,The falconry mews
CROWN00000209,Queen Anne Boleyn,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  11 Jul 1527.eml,Tudor Times Weekly — 11 Jul 1527
CROWN00000210,Queen Anne Boleyn,routine,report,(routine),No,,No,No,The repair of the great clock quarterly.eml,The repair of the great clock (quarterly)
CROWN00000211,Queen Anne Boleyn,routine,approval,(routine),No,,No,No,Re The repair of the great clock quarterly.eml,Re: The repair of the great clock (quarterly)
CROWN00000212,Queen Anne Boleyn,routine,request,(routine),No,Confidential,No,No,The ordnance survey quarterly.eml,The ordnance survey (quarterly)
CROWN00000213,Queen Anne Boleyn,routine,request,(routine),No,,No,No,Invoice_rtn-00715.xlsx,Account — the ordnance survey
CROWN00000214,Thomas Cromwell,loose,docx,(loose),No,,No,No,Draft_Proclamation_cromwell041.docx,Draft Proclamation touching the progress itinerary
CROWN00000215,Thomas Cromwell,routine,approval,(routine),No,Confidential,No,No,The tiltyard schedule quarterly.eml,The tiltyard schedule (quarterly)
CROWN00000216,King Henry VIII,narrative,great_matter,The Great Matter,No,Confidential,No,No,Concerning the Queens dower lands.eml,Concerning the Queen's dower lands
CROWN00000217,King Henry VIII,narrative,great_matter,The Great Matter,No,,No,No,Re Concerning the Queens dower lands.eml,Re: Concerning the Queen's dower lands
CROWN00000218,Queen Anne Boleyn,noise,auto_reply,(noise),No,,No,No,Automatic reply The French Embassy.eml,Automatic reply: The French Embassy
CROWN00000219,King Henry VIII,noise,calendar,(noise),No,,No,No,Invitation Privy Council  Weekly Sitting.eml,Invitation: Privy Council — Weekly Sitting
CROWN00000220,King Henry VIII,noise,calendar,(noise),No,,No,No,invite.ics,Invitation — Privy Council — Weekly Sitting
CROWN00000221,King Henry VIII,noise,auto_reply,(noise),No,,No,No,Automatic reply The Subsidy Roll.eml,Automatic reply: The Subsidy Roll
CROWN00000222,Thomas Cromwell,loose,xlsx,(loose),No,,No,No,Treasury_Ledger_1527_Michaelmas_cromwell135.xlsx,Treasury Ledger — Michaelmas 1527
CROWN00000223,King Henry VIII,routine,report,(routine),No,,No,No,The garter ceremony arrangements quarterly.eml,The garter ceremony arrangements (quarterly)
CROWN00000224,King Henry VIII,routine,report,(routine),No,,No,No,Invoice_rtn-00359.xlsx,Account — the Garter ceremony arrangements
CROWN00000225,Queen Anne Boleyn,noise,spam_food,(noise),No,,No,No,Hungry After the Hunt We Deliver to Every Palace.eml,Hungry After the Hunt? We Deliver to Every Palace
CROWN00000226,Queen Anne Boleyn,noise,auto_reply,(noise),No,,No,No,Automatic reply The Wool Staple At Calais.eml,Automatic reply: The Wool Staple At Calais
CROWN00000227,Thomas Cromwell,loose,pdf,(loose),No,,No,No,Survey_cromwell012.pdf,Survey of the Palace of Whitehall
CROWN00000228,Queen Anne Boleyn,noise,spam_scam,(noise),No,,No,No,CONGRATULATIONS  You Have Won the Royal Spanish Lottery 5000.eml,"CONGRATULATIONS — You Have Won the Royal Spanish Lottery (500,000 Ducats)"
CROWN00000229,King Henry VIII,noise,spam_vendor,(noise),No,,No,No,Tapestries Half Price  This Quarter Only.eml,Tapestries Half Price — This Quarter Only
CROWN00000230,Queen Anne Boleyn,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  18 Oct 1527.eml,Tudor Times Weekly — 18 Oct 1527
CROWN00000231,Queen Anne Boleyn,noise,newsletter,(noise),No,,No,No,Tudor_Times_Weekly.pdf,Tudor Times Weekly — Full Issue
CROWN00000232,Thomas Cromwell,routine,concern,(routine),No,,No,No,The subsidy assessment for kent  for approval.eml,The subsidy assessment for kent — for approval
CROWN00000233,Thomas Cromwell,routine,report,(routine),No,,No,No,The repair of the great clock quarterly.eml,The repair of the great clock (quarterly)
CROWN00000234,Thomas Cromwell,routine,approval,(routine),No,,No,No,Re The repair of the great clock quarterly.eml,Re: The repair of the great clock (quarterly)
CROWN00000235,Thomas Cromwell,noise,spam_food,(noise),No,,No,No,Hungry After the Hunt We Deliver to Every Palace.eml,Hungry After the Hunt? We Deliver to Every Palace
CROWN00000236,Thomas Cromwell,noise,it_notice,(noise),No,,No,No,Reminder Mandatory Doublet  Hose Compliance Training.eml,Reminder: Mandatory Doublet & Hose Compliance Training
CROWN00000237,King Henry VIII,narrative,great_matter,The Great Matter,No,Internal - Privy Council,No,No,Query on the universities verdicts.eml,Query on the universities' verdicts
CROWN00000238,Thomas Cromwell,narrative,great_matter,The Great Matter,No,Internal - Privy Council,No,Yes,Query on the universities verdicts.eml,Query on the universities' verdicts
CROWN00000239,Thomas Cromwell,routine,request,(routine),No,,No,No,The wine shipment from gascony  for approval.eml,The wine shipment from gascony — for approval
CROWN00000240,King Henry VIII,narrative,great_matter,The Great Matter,No,,No,No,Re Query on the universities verdicts.eml,Re: Query on the universities' verdicts
CROWN00000241,Thomas Cromwell,noise,spam_food,(noise),No,,No,No,Two Trenchers for One  This Sennight Only at Ye Olde Pizza H.eml,Two Trenchers for One — This Sennight Only at Ye Olde Pizza Hut
CROWN00000242,King Henry VIII,loose,xlsx,(loose),No,Confidential,No,No,Treasury_Ledger_1527_Michaelmas_henry114.xlsx,Treasury Ledger — Michaelmas 1527
CROWN00000243,Thomas Cromwell,narrative,great_matter,The Great Matter,No,Confidential,No,No,A word about the drafting of the Act of Appeals.eml,A word about the drafting of the Act of Appeals
CROWN00000244,King Henry VIII,routine,report,(routine),No,Confidential,No,No,The progress to windsor castle  for approval.eml,The progress to windsor castle — for approval
CROWN00000245,King Henry VIII,routine,logistics,(routine),No,Confidential,No,No,The new years gift roll.eml,The new year's gift roll
CROWN00000246,King Henry VIII,routine,approval,(routine),No,,No,No,Re The new years gift roll.eml,Re: The new year's gift roll
CROWN00000247,King Henry VIII,routine,report,(routine),No,,No,No,The wine shipment from gascony quarterly.eml,The wine shipment from gascony (quarterly)
CROWN00000248,King Henry VIII,noise,bounce,(noise),No,,No,No,Undeliverable The Wool Staple At Calais.eml,Undeliverable: The Wool Staple At Calais
CROWN00000249,King Henry VIII,routine,approval,(routine),No,,No,No,Re The wine shipment from gascony quarterly.eml,Re: The wine shipment from gascony (quarterly)
CROWN00000250,Queen Anne Boleyn,noise,spam_food,(noise),No,,No,No,Two Trenchers for One  This Sennight Only at Ye Olde Pizza H.eml,Two Trenchers for One — This Sennight Only at Ye Olde Pizza Hut
CROWN00000251,King Henry VIII,routine,request,(routine),No,,No,No,Note the wine shipment from Gascony.eml,Note: the wine shipment from Gascony
CROWN00000252,King Henry VIII,routine,request,(routine),No,,No,No,Invoice_rtn-00526.xlsx,Account — the wine shipment from Gascony
CROWN00000253,King Henry VIII,routine,approval,(routine),No,,No,No,Re Note the wine shipment from Gascony.eml,Re: Note: the wine shipment from Gascony
CROWN00000254,King Henry VIII,noise,calendar,(noise),No,,No,No,Invitation Christmas Revels.eml,Invitation: Christmas Revels
CROWN00000255,Queen Anne Boleyn,noise,spam_scam,(noise),No,,No,No,CONGRATULATIONS  You Have Won the Royal Spanish Lottery 5000.eml,"CONGRATULATIONS — You Have Won the Royal Spanish Lottery (500,000 Ducats)"
CROWN00000256,Queen Anne Boleyn,routine,report,(routine),No,,No,No,Note the repair of the great clock.eml,Note: the repair of the great clock
CROWN00000257,Queen Anne Boleyn,noise,it_notice,(noise),No,,No,No,New Quill Procurement Policy  Effective Immediately.eml,New Quill Procurement Policy — Effective Immediately
CROWN00000258,King Henry VIII,noise,bounce,(noise),No,,No,No,Undeliverable The Ordnance Accounts.eml,Undeliverable: The Ordnance Accounts
CROWN00000259,Thomas Cromwell,noise,auto_reply,(noise),No,,No,No,Automatic reply The Subsidy Roll.eml,Automatic reply: The Subsidy Roll
CROWN00000260,Queen Anne Boleyn,routine,logistics,(routine),No,,No,No,Re the Christmas revels.eml,Re: the Christmas revels
CROWN00000261,Queen Anne Boleyn,routine,logistics,(routine),No,,No,No,Invoice_rtn-00525.xlsx,Account — the Christmas revels
CROWN00000262,King Henry VIII,noise,calendar,(noise),No,,No,No,Invitation Garter Ceremony.eml,Invitation: Garter Ceremony
CROWN00000263,Queen Anne Boleyn,routine,request,(routine),No,,No,No,The garter ceremony arrangements  for approval.eml,The garter ceremony arrangements — for approval
CROWN00000264,King Henry VIII,routine,concern,(routine),No,,No,No,Re the New Years gift roll.eml,Re: the New Year's gift roll
CROWN00000265,Thomas Cromwell,noise,calendar,(noise),No,,No,No,Invitation Attendance Requested at Tower Green 9 oclock.eml,"Invitation: Attendance Requested at Tower Green, 9 o'clock"
CROWN00000266,King Henry VIII,noise,bounce,(noise),No,,No,No,Undeliverable The Progress Itinerary.eml,Undeliverable: The Progress Itinerary
CROWN00000267,Thomas Cromwell,narrative,great_matter,The Great Matter,No,Internal - Privy Council,No,No,Note on the drafting of the Act of Appeals.eml,Note on the drafting of the Act of Appeals
CROWN00000268,Queen Anne Boleyn,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00000269,Thomas Cromwell,routine,report,(routine),No,,No,No,Re the kitchen accounts for the quarter.eml,Re: the kitchen accounts for the quarter
CROWN00000270,Thomas Cromwell,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00000271,Thomas Cromwell,routine,approval,(routine),No,,No,No,Re the kitchen accounts for the quarter.eml,Re: the kitchen accounts for the quarter
CROWN00000272,Thomas Cromwell,routine,logistics,(routine),No,,No,No,The victualling of the fleet  for approval.eml,The victualling of the fleet — for approval
CROWN00000273,King Henry VIII,routine,logistics,(routine),No,,No,No,The falconry mews  for approval.eml,The falconry mews — for approval
CROWN00000274,Queen Anne Boleyn,noise,auto_reply,(noise),No,,No,No,Automatic reply The Victualling Of The Fleet.eml,Automatic reply: The Victualling Of The Fleet
CROWN00000275,Queen Anne Boleyn,noise,bounce,(noise),No,,No,No,Undeliverable The Harvest Levy.eml,Undeliverable: The Harvest Levy
CROWN00000276,King Henry VIII,noise,newsletter,(noise),No,,No,No,Jousting Monthly Lists Lances  League Tables.eml,"Jousting Monthly: Lists, Lances & League Tables"
CROWN00000277,King Henry VIII,noise,spam_scam,(noise),No,,No,No,CONGRATULATIONS  You Have Won the Royal Spanish Lottery 5000.eml,"CONGRATULATIONS — You Have Won the Royal Spanish Lottery (500,000 Ducats)"
CROWN00000278,King Henry VIII,noise,newsletter,(noise),No,,No,No,Jousting Monthly Lists Lances  League Tables.eml,"Jousting Monthly: Lists, Lances & League Tables"
CROWN00000279,Thomas Cromwell,routine,request,(routine),No,,No,No,The masque costumes  for approval.eml,The masque costumes — for approval
CROWN00000280,Thomas Cromwell,noise,it_notice,(noise),No,,No,No,Mailbox Quota Warning Thy Coffer is 90 Full.eml,Mailbox Quota Warning: Thy Coffer is 90% Full
CROWN00000281,Thomas Cromwell,narrative,great_matter,The Great Matter,No,,No,No,Concerning the canon lawyers opinions.eml,Concerning the canon lawyers' opinions
CROWN00000282,Queen Anne Boleyn,narrative,great_matter,The Great Matter,No,Internal - Privy Council,No,No,Concerning the drafting of the Act of Appeals.eml,Concerning the drafting of the Act of Appeals
CROWN00000283,Queen Anne Boleyn,narrative,great_matter,The Great Matter,No,,No,No,Re Concerning the drafting of the Act of Appeals.eml,Re: Concerning the drafting of the Act of Appeals
CROWN00000284,Thomas Cromwell,loose,png,(loose),No,,No,No,Portrait_cromwell111.png,Portrait of a Young Princess
CROWN00000285,Thomas Cromwell,noise,spam_food,(noise),No,,No,No,NEW The Hampton Court Meat Feast Feeds a Whole Privy Council.eml,NEW: The Hampton Court Meat Feast (Feeds a Whole Privy Council)
CROWN00000286,Queen Anne Boleyn,routine,request,(routine),No,,No,No,The garter ceremony arrangements  for approval.eml,The garter ceremony arrangements — for approval
CROWN00000287,Thomas Cromwell,routine,request,(routine),No,,No,Yes,The garter ceremony arrangements  for approval.eml,The garter ceremony arrangements — for approval
CROWN00000288,King Henry VIII,routine,logistics,(routine),No,,No,No,Note the subsidy assessment for Somerset.eml,Note: the subsidy assessment for Somerset
CROWN00000289,Thomas Cromwell,routine,logistics,(routine),No,,No,No,The falconry mews quarterly.eml,The falconry mews (quarterly)
CROWN00000290,King Henry VIII,routine,logistics,(routine),No,Confidential,No,No,Re the royal stables accounts.eml,Re: the royal stables accounts
CROWN00000291,Thomas Cromwell,routine,approval,(routine),No,,No,No,Re The falconry mews quarterly.eml,Re: The falconry mews (quarterly)
CROWN00000292,King Henry VIII,routine,approval,(routine),No,,No,No,Re the royal stables accounts.eml,Re: the royal stables accounts
CROWN00000293,Thomas Cromwell,noise,it_notice,(noise),No,,No,No,Mailbox Quota Warning Thy Coffer is 90 Full.eml,Mailbox Quota Warning: Thy Coffer is 90% Full
CROWN00000294,King Henry VIII,noise,spam_scam,(noise),No,,No,No,CONGRATULATIONS  You Have Won the Royal Spanish Lottery 5000.eml,"CONGRATULATIONS — You Have Won the Royal Spanish Lottery (500,000 Ducats)"
